Tweet ID,Full Text,Mask Sentiment,Language
1290376975870115841,"They Are Killing My Son

He Works At Biomarin In Novato, Ca.

They Make Him Wear A Mask And They Give Him Free Food Now

Who Knows Whats In It - idk",Anti-Mask,English
1300386675420524550,"@greg_herriett @MissHarrietLucy @guardian Harriet is obviously referring to the organisers and no, masks are useless.

Ever wondered to yourself why the muzzles were not enforced at the beginning of the fake pandemic as opposed to why they were, 4 months too late, when the virus was long gone!

https://t.co/WMKWkgsa7V",Anti-Mask,English,
1300582469796876288,"Customer: I do not have to wear a mask! I’m NEVER coming here again🗣🗣 

My boss and I: https://t.co/edowpRf6xx",Anti-Mask,English,
1293022777059016705,Exactly what I said @LeonardRoxon I mean what are these MORON COPS THINKING? This is young woman not HULK HOGAN they are WRESTLING WITH and FOR WHAT? BECAUSE SHE REFUSES TO WEAR A FACE MASK which is HER GOD GIVEN RIGHT TO REFUSE A FACE MASK if she wants too. https://t.co/vnwGJXcayz,Anti-Mask,English,
1299385212942585856,"Masks and distancing: ""the two mind-controlling measures of the Left"". 
Especially masks are effective because they act subconsciously but powerfully, creating fear and hiding emotions.

#FightBack 
#scamdemic2020 https://t.co/LLTP2cTb7y https://t.co/D6jp44m8DI",Anti-Mask,English
1284478044347027457,"I didn't even have to wear a mask for pickup, well that didn't make any sense🤗 However, I'll do it again. I spend way less money doing that,not kidding @GiantEagle . Excited about tomorrow all our girls are coming and their kids for a huge protest against mask picnic/gun play🇺🇸",Anti-Mask,English,
1233244439738490880,Are paper face masks a hot new fashion trend now or have celebrities not gotten the memo that those are essentially useless?? #coronavirus,Anti-Mask,English,
1275798690683334665,"Ireland managed it without mask use. 

We were always around a 90-95% compliance rate with social distancing and isolation. Early mask recommendations would only have reduced that compliance rate through persoanl complacency.

That's what America thought it was doing, but didn't https://t.co/wCl63sBrxZ",Anti-Mask,English,
1222485906252279808,Millions worldwide have vacated Asia prior to a lockdown. If even a handful of them harbored the #coronavirus that's more than enough to make this a worldwide epidemic. I usu scoff when I see others wearing masks - like that's gonna stop microbes. Getting 2nd thoughts.,Anti-Mask,English,
1282824418260115457,@wxyzdetroit Hard to believe 70% effective in stopping covid when i find myself now constantly touching my face to adjust mask when i would have otherwise not put my hands on my face.,Anti-Mask,English,
1281926440511066113,"@HLNTV hospitals are not filling up. We are still laying hospital people off. Give me a damn break. People should not wear a mask. Talk about non reported abuse from people staying home. This is totally unacceptable. PPE is not running low, that is a complete lie",Anti-Mask,English,
1286393420575997952,"I think these people should be ashamed of themselves , children are very difficult to force to do anything have you ever tried o get a child to wear a hat , that is a ridiculous thing to try and fine people over , I think no body should wear a mask and see if they can fine or https://t.co/sYedM6wBrT",Anti-Mask,English
1276018285192986625,"@KTNV bUt iM nOt A sHeEp

 i WoNt wEaR iT 

iT dOeS mOre hArM tHaN gOoD

i hAvE wAiVeR fRoM mY dOcTor

sTaY hOmE iF yOu aRe aFrAiD 

iTs jUsT tHe fLu

wHaT aBoUt tHe pRoTeStErS

biLl gAtEs 5g hILlArY oBaMaGaTe sCaMdEmIc

i HaVe a MeDiCaL cOnDiTiOn https://t.co/nwMI3JH6UR",Anti-Mask,English
1281867284299108353,DEAR Tom Hanks heres what you and the WHO and the CDC and health Canada can do with your masks https://t.co/8gncxeGp5d,Anti-Mask,English,Could be neutral?
1269457751949955075,@bstnboy @DanScavino @realDonaldTrump The mobs of rioters didn’t wear masks or social distance. Wuhan Flu was never a real threat sheep,Anti-Mask,English
1293983138985717763,"@foxandfriends @jrodfromoz Hey Biden &amp; Harris:
Wearing a mask and social distancing is nonsense!  This is all about CONTROLLING THE PEOPLE...TYRANNY!
Herd immunity is the only answer for this virus which is NOT as lethal as you and your fellow commie-democrats say!  LIARS!",Anti-Mask,English,
1292186864619671553,@Tortclam @rezexpat @OregonGovBrown Hasn't happened yet.   And I never wear a sheep mask anywhere,Anti-Mask,English
1285140364375064576,My question:  Since COVID-19 is so deadly where is the HAZMAT waste disposal bins for these masks and gloves!,Anti-Mask,English,
1269138866235211776,"@VinayDokania @knrajani They are very very poor ans what a great heart Mrs Fadnavis have, top of it what beautiful display of using of mask and social distancing...I almost cried due to happiness... Sarcasm",Anti-Mask,English,
1297469512472821761,#kbf #NoMasks #NoMask #nomaskselfie #COVID19 https://t.co/4ClPP1LwcD,Anti-Mask,English,
1279046144065179648,"@hrenee80 If you look at why they want us to wear a mask, it's not about controlling a virus, it's about controlling you in every day life",Anti-Mask,English
1308713897202003969,"I report on Africa this morning ONLY 44 Covid deaths.  They have no social distancing no mask mandate and they used the president's Hydrox medicine. 

We look like FOOLS to the world folks, SHEEPLE FOOLS 😪",Anti-Mask,English
1282530804602556417,"@GavinNewsom NO GOVERNOR CAN ORDER YOU TO WEAR A MASK -- The Healthy American, Peggy Hall  https://t.co/oUgA2gONSz",Anti-Mask,English,
1235658144581287936,@BBCNews You advise that masks aren't useful in protecting against #COVIDー19 so maybe stop showing images of the one person on London your reporters have found wearing masks - intentionally or not all it does is worry others that they should do the same #responsiblejournalism,Anti-Mask,English,
1292103994425274368,"@DrJacobsRad If we need a randomized controlled study on HCQ before people are to be allowed to choose it for a treatment, do we also need a randomized controlled study on masks showing they prevent #covid19 before we impose it as a prevention? #Istandwithscience",Anti-Mask,English
1298632217401397248,"@GovMurphy Breaking.... Nov 4th, Covid and masks will end",Anti-Mask,English,
1269205081708204032,"@KhanSandow And one cannot always wear PPE. My aunty is a nurse, she always used PPE, even when she was not in CoVid ward &amp; even never contacted with anyone infected in her hospital.
Still she's CoVid +ve. What about that?
So, isn't it like spreading rumors that lack of PPE took their lives?",Anti-Mask,English,
1264307619260399616,@IngrahamAngle @Eviethekid My question to CNN when an employer requires you to wear a N95 you must train give MSDS to employees what you are protecting them from what type of filter because a N95 doesn’t protect you from CV the virus is to small goes through your mask NOW WHAT,Anti-Mask,English,
1269742338248753157,"Rush Limbaugh’s most popular guest host, Mark Steyn, calls masks and social distancing “Sharia-Lite” and says “we’re adopting ISIS/Taliban policies” - https://t.co/fdwXYrJ4pJ via @barenakedislam",Anti-Mask,English,
1243386665596416000,"Posted withregram • who When to use mask 😷
• If you are healthy, you only need to wear a mask if you are taking care of a person with suspected #coronavirus infection.
• Wear a mask if you are coughing or sneezing… https://t.co/O1axPaJcEN",Anti-Mask,English,
1276551278978494464,"WTH??? Foreshadowing..
#covid19
#NoMasks #freedom https://t.co/8p6bUKmEbE",Anti-Mask,English
1295685006015311874,"@Joshimnotabot @AZachParkinson @DonaldJTrumpJr He has done more for ""You Blacks"" than any other President. All lives matter, bounty hoax, do your research, I'll hold Trumps cock while he takes a piss every time, mailbox hoax, Coronavirus hoax, mask control by liberals, just a few to save yourself some time!",Anti-Mask,English,
1295370019560394752,2 more deaths but the country still not #BackToNormal ? This is ridiculous @MattHancock  @DVATW @darcybbc  masking healthy adults and kids whilst welcoming illegals with no health history and farming them out throughout the U.K. ? 👇🏻👇🏻👇🏻👇🏻 https://t.co/L3bkaNEIQp,Anti-Mask,English,
1296573951259353094,@Calebvenjohn @StarkyLuv73 I don't make you a sheep... Masks do not work. Normal surgical masks have a pore of approximately 0.3-10 microns...viruses are 0.004 to 0.1 microns in size. So bacteria yes.. Corona.. No .. Its like trying to stop a mosquito with a chain link fence..,Anti-Mask,English
1287303522094952448,"@RampartNews @ellen_HealthyHm @ChuckCallesto Sweden is way better AND no mandatory mask requirements, no stay at home requirements and no shutting down businesses",Anti-Mask,English,
1294660752775626752,This tweet is only meant to steal the election via bullshit flu / masks and via mail in voter fraud. Period. 👇🏻👇🏻 https://t.co/0WMhVkb7IR,Anti-Mask,English,
1294039078611177474,"@truckingfridge @BreesAnna Masks don't work. New England Journal of Medicine May 21 2020, regarding wearing masks for Covid-19, 'We know that wearing a mask outside of health care facilities offer little if any protection.' Even the UK Goverment say masks don't work - https://t.co/eQiZUYWEjz",Anti-Mask,English,
1267892584501972992,"@newruIe Thank you for doing your part to expose the fact that coronavirus, social distancing, and masking is a hoax Perpetrated by the government, Karens, and the legacy media. Cheers. #coronavirus #CoronavirusOutbreak #protests2020",Anti-Mask,English,
1310295164372516866,And we still act like sheep and wear masks https://t.co/Ok0jbzcqGS,Anti-Mask,English
1285404502552653824,@wyldrye @bfehr86 @BarrettWilson6 I’m not saying there are no long term effects from Covid. I’m saying a mask will not protect you.,Anti-Mask,English,
1291298905284583427,"@s_americans @ACTBrigitte @realDonaldTrump That was very stupid you do realize that...right? 

She asked what state I'd be voting IN !?!?!?
HINT  I live here! 
3. I have been on hydroxycloroquin for years
(SUPRISE I'm not sick)
4. I only wear a mask when karens bitch
Because I don't want to scare the sheep",Anti-Mask,English
1284379221209440259,There are about 20 States now where it's mandatory to wear a face mask in public ordered by #Radical mostly Democratic State Governors. A business can now turn u away and not provide u with service if you don't wear a face mask or covering. #QAnon #QAnons #SheepWearMasks #WakeUp https://t.co/gEzP5l2u3P,Anti-Mask,English,
1286039219966808068,"Title II Of The Civil Rights Act (Public Accommodations)
https://t.co/E5ggFm0ivv

Your right to shop mask-free is protected by state and federal civil law, which defends your religious freedom. 

ORDER YOUR RELIGIOUS EXEMPTION INFO CARD HERE
https://t.co/vZe2mRiljc https://t.co/8wDfZURHPU",Anti-Mask,English
1286888947197460482,"@futurethinkers @BrentMeinke @GaardJomas @ausgov Think about yourself in regard to what?  That this is assumed to cause the death of less than 0.003 % of the global population?  Okayyy.  You stay home in your bubble with your mask and sanitizer under house arrest while us that want to live, live!",Anti-Mask,English,
1261863862850056192,@AaronQuinn716 Totally agree. COVID will be less of a concern. I wonder how many people will wear their facemasks in the water to find out they can't breathe through them wet,Anti-Mask,English,could be neutral?
1272270706341011457,"@ThomasSigmundHB @PhiIippAmthor @handelsblatt @HGMaassen Kanzler Wahl Kampagne eröffnet.GER Chancellor election campaign started+#Söder must be careful vs Laschet,Streeck+BILD try to convince folk NO NEED StayAtHome+NO MASK,s.t.Laschet Chancellor+Streeck #HerdImmunity(KILL FOLK)supporter https://t.co/7R0KSOykmv https://t.co/G8JiKKDTc6.",Anti-Mask,Multiple,
1287090660407943170,"@ticman2013 @docherty_123 @scotgov Is my moaning bothering you?  Good,job done,carry on dearie wear your mask and do as your told  don't try and use the brain you we born with.. have a lovely controlled life ..😶",Anti-Mask,English,
1283379472994119681,"@rustyninetynine @WDBJ7 According to the CDC: young children under age 2, anyone who has trouble breathing, or is unconscious, incapacitated, or otherwise unable to remove the mask without assistance.",Anti-Mask,English,
1266945484884606977,"Lockdown everyone - the tinder
Tell everyone to wear masks - the kindling
Social Media - the spark
This is how you get massive riots. #EndLockdownNow",Anti-Mask,English,
1235922389755707393,"Apparently if you don't feel unwell, there's absolutely no need for you to wear the damn uncomfy mask. #StaySafe #COVIDー19 I bring one around, whenever I am out and about though, just in case.",Anti-Mask,English,???
1292175627227824134,"@SupFletcher 3 died. Sad, but so what?

3 ppl would die anyway. People die every day. Car wrecks, cancer, the flu. We have 600 ""Covid dead"" in a County of 3.5 Million. (probably 580 had underlying causes)

STOP the HOAX! Open San Diego. Communism sucks! And shove your mask law.",Anti-Mask,English
1294835681781362689,"@annaleclaire @nanotechexec @LieBusterSleuth @GordBolton @gpovanman @peterpobjecky @Luvjbms @kambrone64 @turnermx @itsMe_KaraMarie @DerorCurrency @newsnowhouston @Scottishnotbrit @WarThisis @ChrisWickNews Question...

If Masks are so damn good and wearers are safe... Why did they LOCKDOWN the entire country and destroy the economy?",Anti-Mask,English,
1278595081533116417,@EricTrump With all the people being tested for the Coronavirus if they show that they have the antibodies they should be able to wear a  Government issued armband and not a mask. Then we will start seeing more and more people who are safe.,Anti-Mask,English,
1277571300614078467,@CNNPolitics MASKS DON'T WORK THANKS TO AN ARGENTINA FIRE FIGHTER AND AUSTRALIAN DOCTORS THEY HAVE BEEN DEBUNKED ONLY SOCIAL DISTANCING WORKS  https://t.co/1f5dLuOzhP,Anti-Mask,English,
1297962525858902017,@AmySuarez_xp @kikistulen @HomeofBurgesses @CraigNester @odonnell_r @goodyear Google The Handmaid's Tale. It's a muzzle. The whole purpose is to indicate submission and obedience just like the Covid masks. You are a smart girl Amy. Think for yourself.,Anti-Mask,English
1286013969052786688,"The only time I will wear a mask is when walking into the Gym, after that its mask off, but when I do, I make sure I'm giving something to the people and that something is the truth. QQQ

#WWG1WGA https://t.co/Glxihp7pUo",Anti-Mask,English,???
1289358820792086528,@realDonaldTrump Fauci again demonstrates his hypocrisy about social distancing and wearing masks but would not condemn the dementors for not wearing masks or social distancing. A two faced DEMOCRAT political SCUM. How can anyone trust HIS SCIENCE. Hasn’t he gotten EVERYTHING WRONG SO FAR,Anti-Mask,English,"""hypocrisy, how can anyone trust his science"""
1295617360443985923,"Typical 'Krantikaris': 'Activists' begin 'Mask Se Azaadi' campaign, burn masks claiming they are spreading diseases, not preventing coronavirus outbreak https://t.co/nTpMOKVUr1 via @OpIndia_com",Anti-Mask,English,"""krantikaris"" seems to be a deragatory term"
1296579061301547011,So then 99% of us don't need to be wearing masks. https://t.co/XrzkbW8qDW,Anti-Mask,English,
1244247307291373575,@blacklodge_omb @leoliu1818 @ancapargie @AmandaUseMath @sciencecohen Totally wrong. Wearing masks is not common in China. Where did you get this fake news and fake impression?,Anti-Mask,English,
1297833063951540224,"@CBCNL @CdnPressNews Does Muzzle Masks start this Monday or next Monday??? They made it MANDATORY but didn’t make it immediate??? MEDICAL masks stop particles no smaller then 1.0 microns, Covid-19 is 0.2-0.3 microns. Non-Medical serve no purpose, same as Dr. Fitzgerald. No Hippocratic oath for her.",Anti-Mask,English
1277347579966046209,Would someone please ask this woman to read the notice on the boxes of masks...  she's another one who thinks they can stop mosquitoes with a chain link fence... and improve health by decreasing oxygen.... https://t.co/0PFjcBL3Rz,Anti-Mask,English,
1230120927985192961,"@SaskiaPopescu Heh, that that’s kinda nuts.  I mean i guess if you have a shot of having to do in-home care of someone really symptomatic with this, wearing the CDC recommended PPE  for healthcare might make sense - but most peeps would probably contaminate themselves during doffing anyhow.",Anti-Mask,English,
1288961504008708097,"@Cary_Elwes But when 650000 people die of the seasonal flu then you don't need to wear a mask. 
https://t.co/KGYZcRgc3P",Anti-Mask,English,
1286766338061590529,"@malmalthekiller @GovernorTomWolf 😂 For the record sweetheart, the only ""fucking idiots"" are all of you braindead sheep with the face diapers on.
https://t.co/uRyE0XMtwt https://t.co/UqXy7mc5MY",Anti-Mask,English
1271809538568720389,"Fauci changes tune, now says second COVID-19 wave may never happen - and mask-wearing is symbolic 🤣🤣🤣 What most of us with any sense have known for months  https://t.co/2HPFsSoHzk",Anti-Mask,English,
1267480471434395648,"@GovMurphy i thought we were discouraging mass gatherings, now you encourage protest, can you please remind these protesters to think about the science and the data that you talk about everday, what a joke, and if i hear you say social distancing or wear a mask again i will puke",Anti-Mask,English,
1262718075629158400,"Since #COVID19 is a scam, please don't wear face masks. Just go about your business like nothing is wrong, its you and your family that will suffer from your ignorance. #EndCovidScamNow is not only stupid, it is laughable.

#COVID19Interventions #AsoRockisActive",Anti-Mask,English,
1226438187448328194,Why I refuse to queue up for masks and panic over the coronavirus https://t.co/hafqQya83Y,Anti-Mask,English,
1297497509502296066,@AttorneyCrump please consider my concepts for safely reopening achools without universal masking https://t.co/vfG48T7rn1,Anti-Mask,English,
1280821190609768454,@yelvington @CDCDirector Students shouldn't wear mask  https://t.co/oe6UJJvLqZ,Anti-Mask,English,
1264366313478279168,"@NYGovCuomo My employer sent these. A dust mask, or bacteria mask. Covid19 is a virus. Goes right through these! So it’s about control! https://t.co/qdxywlkaRS",Anti-Mask,English,?
1274338797094928385,"#TrumpRallyTulsa They told me i have the wuhan flu, total lies! i have no symptoms and feel fine! conspiracy trying to keep americans from being free!!!! DONT WORRY Im not a SHEEP! i got my tickets and ill be there!!! and NO! i will not be wearing a mask!!! FREEDOM!!! AMERICA!!!",Anti-Mask,English
1309662835383951363,@aplusb11 @WAVY_News Lies. I believe in common sense. Only one sheep here....the one wearing a mask for 18 hours. Do you know what the survival rate is for covid ages 1-69? It's 99%. No need for a mask. A bacterial infection kills at a higher rate...but you knew that doc....,Anti-Mask,English
1227318469307379712,"CALM THE FARM PEOPLE!!!!

chief medical officer Brendan Murphy moved today to reassure Australians that there had been ""no community transmission"" of the virus locally.  

""There is no reason for people to be wearing masks,"" he said.
#coronavirus #masks https://t.co/UHNHdlYamD",Anti-Mask,English,
1297157392157810689,"Why don't I wear a #facemask? Because I'm claustrophobic and it feels like I'm being smothered. Because fabric restricting your breathing won't prevent a virus that's been blowing around since November. Because this isn't about science, it's about behavior control. https://t.co/CRKS1UGrT0",Anti-Mask,English,
1284498513443852296,"@IdJustLikeToSa1 @sanaayesha___ @BorisJohnson Bed wetters who still think there is a dangerous virus out there, except its no longer that deadly and only affects old ppl with comorbidities. No reason for masks or social distancing.",Anti-Mask,English,
1275672983655387137,"Kya gul khila rhe hn ye sab @WHO  @UNDP @UNDP_India @ICMRDELHI , Hume apne hisab se chein se marne kyon nahi dia ja rha. @UNHumanRights #HumanRights #Covid19 #Corona #CompulsoryMask #SuffocatingMask #AbuseOfPowerPOLICE #Police4Public #OurHealthOurResponsibility #Immunity https://t.co/N4K0kz9gZt",Anti-Mask,Multiple,
1297999431065903104,"@thebrigrade @DavidBegnaud Depends but maybe not so much...

""CDC guidelines say wearing a mask during prolonged exposure to coronavirus won't prevent possible infection""
https://t.co/NbzpE71ezc",Anti-Mask,English,
1290936950556426240,"@TergumAmore @IsaacMottistone Uhh, excuse me? My own carbon monoxide?

Also, you dont need to wear a mask all day you muppet.",Anti-Mask,English,
1281221800848957440,@ShirinGrondin @JimWatsonOttawa Good thing no one on earth gives a rats ass about your respect.  I dont have to wear a mask you sheep.,Anti-Mask,English
1288188840683933697,@gcraige Only people with the flu wear masks during flu season.  I never had anyone tell me to wear a mask to prevent the flu.,Anti-Mask,English,
1235767474819342339,@SevereSociety Clearly stated CDC recommendations!! Didnt stop airport screener from testing positive and having all protection on. Sick person is one needs stay clear! #coronavirus #FaceMask #cdc https://t.co/VCFP29Ld64,Anti-Mask,English,
1257380461518753795,So masks WILL be the new norm.....I don’t like that. I wanna see people’s faces https://t.co/pj4W7fVWlV,Anti-Mask,English,
1271839134181552130,If your scared stay home. I refuse to wear a maxi pad on my face. https://t.co/a1FdCmpH5J,Anti-Mask,English,
1285255282524749824,"@MoHFW_INDIA Warns N95 Masks with valves.
The use of valved respirator N95 masks is detrimental to the measures adopted for preventing spread of coronavirus as it doesn't prevent the virus from escaping out of the mask
#N95 #masks #coronavirus",Anti-Mask,English,
1282271355283468288,"Are we all in this together?'
Police investigate packed out trial rugby game.

WHAT WE ARE ALL ""IN"" TOGETHER IS A STASI POLICE STATE!

Stick with masks, distancing, testing, lockdowns and 
WE CAN KISS OUR FREEDOMS GOODBYE!

COVID-19 IS NOT DANGEROUS!
GOVT POWERS ARE!

#auspol https://t.co/sDEQytaeiw",Anti-Mask,English
1257700319791845376,Tell Cuomo dumb ass do it since he think people who don’t wear mask should be fined like this not the same thing the only difference is they wanna control who get it https://t.co/tLBmxeYwHW,Anti-Mask,English,maybe neutral? More anger at Cuomo for fining people who aren't wearing masks
1280898743286595589,@RichieAllenShow any1 know possible links to the elites and the making of masks? Global mandating of masks seems like as good a money maker as mandating the vaccine and pouring out millions of tests for covid. Masks dont work they just make you worse but I never see it face again,Anti-Mask,English,
1226149067006210048,"Nah, I don’t even have the face😷 mask yet https://t.co/avgOy9pdGj",Anti-Mask,English,
1279778393932869633,"@kileyzdad @KTULNews Let’s see, camping with your family and the next camper is 15-30 yards away!  Let’s all just sit at home and watch the news to  raise depression and suicides!  Vitamin D is as important to stay healthy as any mask keeps you from catching fraud-19. Great news story👎🏻!",Anti-Mask,English,
1296344848698617856,"@andrewjonsso I see dumb people

Frustrates me seeing people wearing masks especially the ones that wear them as fashion accessories with patterns and matching thier dress code.

And they wear it outdoors too!

But the Car-Owner virus sheeple are the worst, driving around alone with a mask 🤦🏻",Anti-Mask,English,
1279087084062543872,".@govkristinoem 
Nothing like a governor who puts the safety of all their constituents first. Unlike Kristi who is all in for a Covid petri dish in a few short hours. Masks. Fuck them. Social distancing. Nope.Tough shit and stay home if you don't like it. Way to go Kristi.",Anti-Mask,English,
1298680305449160705,"@Daz_Gizmo @V02516252 @LBC @RealRobCropton @mrjamesob @ShelaghFogarty Why were masks not useful to stop the spread in march during the height of the pandemic but now they're mandatory? Why did the UK govt downgrade the virus 4 days before lockdown?

https://t.co/cdEyOX2qK5",Anti-Mask,English,?
1281275504184737792,"@KMacTWN @JAshlynBell I'm not going to debate but don't forget some counties have had 3 total cases since this entire pandemic began, without mandatory masks.  We've been social distancing and being smart.  I am worried about people from GTA and other hotbeds coming to our beaches and infecting people",Anti-Mask,English,
1281358321908252672,"@TheQniversity Forced to wear a mask while at work.... healthcare. However, when not in patient areas, I take it down so as not to get hypoxic. In my office, it's off. I get the ugliest looks from the nurses around here. Makes me laugh actually. My brain really loves oxygen. 😊",Anti-Mask,English,
1223087877048815617,Whoever woke up one morning and thought eating a bat soup is a good idea should burn in hell. This is soo frustrating. Wearing mask everywhere and being paranoid. #coronavirus,Anti-Mask,English,
1301840180500992001,"Just a friendly advisory... If any more of you controlled sheep keep reminding us that you're wearing a mask to keep OTHERS safe, then do us a favour... Don't be selfish and for the very least, please wear the safety PPE of a virologist to REALLY keep us all safe!! 

#NoMasks https://t.co/1NMsTjcI76",Anti-Mask,English
1293184978486824962,Meet the newest style in masks for the covid-19 sheep crowd-Courtesy of Walmart produce bags-Get them in your nearest WALMART for free! https://t.co/lSWiQwjZV0,Anti-Mask,English
1289163254795624448,Just had a massive row with my partner this morning. She's told me she's had enough of listening to me talking about this whole covid scam and face masks. I told her to wake-up and stop burying her head in the sand. Feel like I'm losing a fighting battle with everyone over this,Anti-Mask,English,
1285979387586912256,@MayorBowser is retaliating against her constituents because Congress didn't give her enough #COVIDー19 money she can promise another developer based on an adhesive clause. So constituents are subject to a fine if they don't #WearAMask based on inaccurate evidence &amp; projections,Anti-Mask,English,seems like they think it's unfair to wear a mask if they don't work
1266901951318499328,The same people who are for these riots are the same people who are all for wearing masks and social distancing. How’s that going.,Anti-Mask,English,
1274847095300788224,"@WxSpringfield @2charissa @Breaking911 @CaliCoCo3 CV19 has never been proven to exist and that’s never been disputed. CDC admits the PCR tests are checking for genetic materials in our systems and not a specific virus. Besides, constant wearing of those masks are hazardous to our health, they shouldn’t be worn, doctor verified.",Anti-Mask,English,
1300582814014992386,"#DefundCDC
#RemoveMasks
How can you be 94% wrong in reporting? https://t.co/zIl8RqHFga",Anti-Mask,English,
1236003676705165314,"Another bit of public health advice from Dr. Philip Keiser of the Galveston County Health Authority: 

""Masks generally are not helpful, (COVID-19) is not airborne, this is not something floating in the air.""
#Coronavirus",Anti-Mask,English,
1297834948896980992,@DailyMirror Face masks and social distancing in nightclubs!! This is getting beyond ridiculous,Anti-Mask,English,
1289714271568314370,Exactly why we shouldn’t wear a mask. It’s in plain sight!!! Wake up! https://t.co/EFoKJSyB2X,Anti-Mask,English,
1299152509433384960,COVID keep spreading from what I know it wearing a mask doesn’t stop it...it’s transmitted through the ears and through the eyes that’s how it gets you,Anti-Mask,English,
1309997039393140737,"@CDiBenedetto73 @WVGovernor Show me a scientific study that proves masks prevent the spread of a virus. You can't. 

It's never just a mask. It was only a 2 week lockdown, just social distancing, just essential workers, just a mask, just a vaccine...you allow the government control, you don't get it back.",Anti-Mask,English
1287660336473137153,"Yup, read the article..smh....WHAT the HELL is WRONG with these NUTZOS?! 

#ViolentLeftatitagain #CrazyLibs #MasksOn  #MasksMatter #libtards #defendyourself #COVID #COVIDIOTS #NoMasks #freedom  #LiberalismIsAMentalDisorder #Liberty #tyranny #WWG1WGA  #AllLivesMatter https://t.co/vYnm4YBBuN",Anti-Mask,English
1297656370724868096,"Those that come after us will be directly born into a prison there will be no escape from as they'll have no reference point of what #freedom ever was

Permanent lockdown, #SocialDistancing, masks, smart locks, credit scores... 

#Scamdemic #Agenda21 #NWO

https://t.co/mntjzcI38E",Anti-Mask,English
1269226853962862592,"@BreitbartNews @SaRaAshcraft So stop all the mask stuff and stupid social distancing. Masks prohibit lip reading and make partially deaf people unable to hear completely! Older people are being unnecessarily targeted by this as well. #Masks suck and should be optional 
#coronavirus #COVID19 #SaturdayMorning",Anti-Mask,English,
1275415022034980872,"@BellHopperz @NYGovCuomo I won't wear a mask that perpetuates a Fraudulent Pandemic that has a mortality rate of .0001% less then the flu, a Fraudulent Pandemic narrative pushed by the media and politicians that are in the pockets of big pharma. I won't allow my rights to be suppressed! Freedom!",Anti-Mask,English,
1274817366568779776,"If you are Anemic or Pregnant, wearing a Mask can reduce Oxygen levels within the body. Dr. Adalja says that N95 masks may restrict your breathing, especially those that are obese people, or individuals with asthma, COPD, emphysema. We help boost your Immune System! #COVID19 #CNN https://t.co/ZAAO9o3tov",Anti-Mask,English,
1279193817187581954,"@ColleenHuberNMD A virus is not contagious, its just our bodies shedding toxins called exosomes...

We can end the mask debate!

We can shove yet another truth up theses corrupt governors's asses

https://t.co/9jaKDYi0Si",Anti-Mask,English,
1254472308816842752,I’m even laughing at the people with masks on. https://t.co/eiW6QiyTdd,Anti-Mask,English,
1277973132150583305,"@seanhannity Just saw you on TV saying to wear a mask, can you clarify? 

Isn't Coronavirus a liberal hoax that we need to rebel against by giving the middle finger to mask-wearing sheeple?

That's what FOX news has been saying this whole time.",Anti-Mask,English
1291974180687273986,"@moebym @grantstern If you wear a mask and social distance, you don't have to worry about what anyone else is doing and you'll be just fine.  That's the whole point of these measures, isn't it?",Anti-Mask,English,
1309887779413794816,"""Propaganda is not there to make you agree with it. It is there to tell you that you are powerless against it"".  https://t.co/ZTA9X7gQ7k 
Democracy muzzled: Covid masks r a potent symbol of the West’s headlong flight from Enlightenment values
By Peter Hitchens October 2020",Anti-Mask,English
1270511058252255232,"10's of thousands marching not social distancing many without masks... After today I never want to here the word 'safer at home' or 'shelter in place' 'social distancing' what a joke, they have played us for fools destroyed businesses that can never come back in this plandemic! https://t.co/wK8j9ZuNeT",Anti-Mask,English,
1282906731757043716,"@macruadhi @sjebens @AimeethxQ @catturd2 Nope. I was 10 yrs old in 1968 &amp; I don't remember one word about any ""pandemic"" at the time.

The Hong Kong flu pandemic from 1968-70 killed an estimated one to four million people globally &amp; up to 100k in USA. 

No masks, no craziness. No real collective memory of it.",Anti-Mask,English,
1270972342232133634,"@TrishaaLoo @JesseKellyDC Hey clown we never needed all that the mask were not capable of stopping Wuhan, and now we all know that it was lie that the virus was so contagious.",Anti-Mask,English,
1283508362869714951,"@GovWhitmer @gretchenwhitmer 

KEEP TALKING B*TCH.  NO ONE IS LISTENING TO YOUR LIES AND FAKE DATA ANY LONGER!!!!

#Michiganders #Michigan #CovidHoax #Covid19 #coronavirus #MasksOff #Masks #America #Trump",Anti-Mask,English,
1276299428320514048,"In case anyone tries to get you to wear a mask ""because science"". Here is a good collection of science:

Masks Don’t Work: A Review of Science Relevant to COVID-19 Social Policy

https://t.co/TdiDc2FWJu",Anti-Mask,English,
1283717403453665280,More common sense. @dougducey  @GregAbbott_TX @GovRonDeSantis  https://t.co/DMgjTcalGo #NoMasks Say NO2 #MaskUpAZ! #HerdImmunity Works! @CDCgov is incompetent! @potus @vp #FireFauci #FireBirx @RandPaul @RepAndyBiggsAZ @RepGosar @kelliwardaz,Anti-Mask,English,
1287762175516266503,"@UtahCoronavirus @UTHumanServices I've lost my job, due to Covid.  The state won't provide unemployment to me. Bills are mounting. Sheeple are making me wear a mask in public. The mortality rate is &gt;.05% (and most of those are immuno compromised). I've never been so stressed in my life. Thanks for asking",Anti-Mask,English
